captured_at,source,search_query,search_location,property_name,property_role,property_type,property_token,property_id,property_link,details_link,reviews_link,address,phone,property_description,gps_lat,gps_lng,distance_to_target_miles,neighborhood,hotel_class,extracted_hotel_class,overall_rating,review_count,location_rating,amenities,excluded_amenities,amenity_count,nearby_places,nearby_places_count,essential_info,ratings_summary,reviews_breakdown_summary,images_count,check_in_time,check_out_time,check_in_date,check_out_date,length_of_stay,adults,children,room_type,room_type_source,rate_plan,rate_source,provider_count,provider_lowest_name,provider_lowest_rate,provider_prices_summary,free_cancellation_available,deal,quoted_rate_before_taxes,quoted_rate_total,taxes_and_fees,currency,availability_status,capture_method,source_url_or_query,provenance,terms_or_license_note,public_context_use
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Oceana Santa Monica,competitive_set,hotel,,,,,,"849 Ocean Ave, Santa Monica, CA",,Luxury suite-oriented coastal hotel with wellness and ocean-view context.,34.024,-118.51,0.74,Ocean Avenue,5-star,5,4.4,520,8.7,ocean views;pool;restaurant;fitness;suites;wellness;valet parking,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,12,4:00 PM,12:00 PM,2026-01-02,2026-01-03,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,4,sample public quote,685,sample public quote:685,false,,685,805,120,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",The Georgian Santa Monica,competitive_set,hotel,,,,,,"1415 Ocean Ave, Santa Monica, CA",,Historic boutique/lifestyle Santa Monica hotel with restaurant and ocean-view context.,34.013,-118.497,2.15,Ocean Avenue,4-star,4,4.2,670,8.9,historic hotel;restaurant;bar;ocean views;fitness;valet parking,,6,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,10,4:00 PM,12:00 PM,2026-01-02,2026-01-03,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,3,sample public quote,605,sample public quote:605,true,,605,710,105,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Santa Monica Proper Hotel,target_property,hotel,,,,,,"700 Wilshire Blvd, Santa Monica, CA",,"Luxury lifestyle hotel with rooftop, dining, wellness, and design-forward guest experience.",34.023,-118.493,0,Downtown Santa Monica,5-star,5,4.5,740,8.9,rooftop pool;rooftop dining;spa/wellness;fitness;restaurant;bar;valet parking;meeting space,,8,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,18,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,3,sample public quote,650,sample public quote:650,false,,650,760,110,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Shutters on the Beach,competitive_set,hotel,,,,,,"1 Pico Blvd, Santa Monica, CA",,"Luxury beachfront hotel with ocean views, dining, pool, and spa context.",34.007,-118.492,0.62,Santa Monica Beach,5-star,5,4.5,1150,8.8,beachfront;pool;spa;restaurant;bar;valet parking;ocean views,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,20,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,4,sample public quote,705,sample public quote:705,true,,705,825,120,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Casa Del Mar Santa Monica,competitive_set,hotel,,,,,,"1910 Ocean Way, Santa Monica, CA",,"Luxury beach hotel with oceanfront dining, spa, and pool context.",34.007,-118.493,1.45,Santa Monica Beach,5-star,5,4.5,910,9.6,beachfront;pool;spa;restaurant;bar;valet parking;ocean views,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,18,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,3,sample public quote,770,sample public quote:770,true,,770,900,130,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Fairmont Miramar Hotel & Bungalows,competitive_set,hotel,,,,,,"101 Wilshire Blvd, Santa Monica, CA",,"Luxury Santa Monica hotel and bungalow property with dining, pool, spa, and event context.",34.018,-118.501,1.92,Ocean Avenue,5-star,5,4.3,1520,9.2,pool;spa;restaurant;bar;bungalows;fitness;valet parking,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,8,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,2,sample public quote,725,sample public quote:725,true,,725,850,125,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Oceana Santa Monica,competitive_set,hotel,,,,,,"849 Ocean Ave, Santa Monica, CA",,Luxury suite-oriented coastal hotel with wellness and ocean-view context.,34.024,-118.51,1.91,Ocean Avenue,5-star,5,4.4,520,9.7,ocean views;pool;restaurant;fitness;suites;wellness;valet parking,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,15,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,2,sample public quote,745,sample public quote:745,false,,745,875,130,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",The Georgian Santa Monica,competitive_set,hotel,,,,,,"1415 Ocean Ave, Santa Monica, CA",,Historic boutique/lifestyle Santa Monica hotel with restaurant and ocean-view context.,34.013,-118.497,0.46,Ocean Avenue,4-star,4,4.2,670,9.3,historic hotel;restaurant;bar;ocean views;fitness;valet parking,,6,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,22,4:00 PM,12:00 PM,2026-01-03,2026-01-04,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,5,sample public quote,570,sample public quote:570,true,,570,670,100,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Santa Monica Proper Hotel,target_property,hotel,,,,,,"700 Wilshire Blvd, Santa Monica, CA",,"Luxury lifestyle hotel with rooftop, dining, wellness, and design-forward guest experience.",34.023,-118.493,0,Downtown Santa Monica,5-star,5,4.5,740,8.6,rooftop pool;rooftop dining;spa/wellness;fitness;restaurant;bar;valet parking;meeting space,,8,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,15,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,2,sample public quote,625,sample public quote:625,true,,625,730,105,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Shutters on the Beach,competitive_set,hotel,,,,,,"1 Pico Blvd, Santa Monica, CA",,"Luxury beachfront hotel with ocean views, dining, pool, and spa context.",34.007,-118.492,1.04,Santa Monica Beach,5-star,5,4.5,1150,8.6,beachfront;pool;spa;restaurant;bar;valet parking;ocean views,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,13,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,3,sample public quote,765,sample public quote:765,true,,765,895,130,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Casa Del Mar Santa Monica,competitive_set,hotel,,,,,,"1910 Ocean Way, Santa Monica, CA",,"Luxury beach hotel with oceanfront dining, spa, and pool context.",34.007,-118.493,1.74,Santa Monica Beach,5-star,5,4.5,910,9.2,beachfront;pool;spa;restaurant;bar;valet parking;ocean views,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,21,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,5,sample public quote,705,sample public quote:705,true,,705,825,120,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Fairmont Miramar Hotel & Bungalows,competitive_set,hotel,,,,,,"101 Wilshire Blvd, Santa Monica, CA",,"Luxury Santa Monica hotel and bungalow property with dining, pool, spa, and event context.",34.018,-118.501,1.73,Ocean Avenue,5-star,5,4.3,1520,9.7,pool;spa;restaurant;bar;bungalows;fitness;valet parking,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,16,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,6,sample public quote,730,sample public quote:730,true,,730,855,125,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Oceana Santa Monica,competitive_set,hotel,,,,,,"849 Ocean Ave, Santa Monica, CA",,Luxury suite-oriented coastal hotel with wellness and ocean-view context.,34.024,-118.51,1.92,Ocean Avenue,5-star,5,4.4,520,8.4,ocean views;pool;restaurant;fitness;suites;wellness;valet parking,,7,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,21,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,2,sample public quote,695,sample public quote:695,true,,695,815,120,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",The Georgian Santa Monica,competitive_set,hotel,,,,,,"1415 Ocean Ave, Santa Monica, CA",,Historic boutique/lifestyle Santa Monica hotel with restaurant and ocean-view context.,34.013,-118.497,0.86,Ocean Avenue,4-star,4,4.2,670,9.8,historic hotel;restaurant;bar;ocean views;fitness;valet parking,,6,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,24,4:00 PM,12:00 PM,2026-01-04,2026-01-05,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,2,sample public quote,560,sample public quote:560,true,,560,655,95,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
2026-07-10T20:04:22+00:00,sample_rate_shop_seed,luxury hotels Santa Monica,"Santa Monica, California",Santa Monica Proper Hotel,target_property,hotel,,,,,,"700 Wilshire Blvd, Santa Monica, CA",,"Luxury lifestyle hotel with rooftop, dining, wellness, and design-forward guest experience.",34.023,-118.493,0,Downtown Santa Monica,5-star,5,4.5,740,8.7,rooftop pool;rooftop dining;spa/wellness;fitness;restaurant;bar;valet parking;meeting space,,8,Santa Monica Pier;Third Street Promenade;Palisades Park;Pacific Ocean,4,entry room public quote proxy;king/queen room mix unavailable in sample seed,5_stars:sample;4_stars:sample;3_stars:sample,rooms:sample;service:sample;location:sample;amenities:sample,13,4:00 PM,12:00 PM,2026-01-05,2026-01-06,1,2,0,entry_public_quote_proxy,sample_seed_public_quote_proxy,flexible_public_quote_proxy,sample_seed_rate_shop,3,sample public quote,630,sample public quote:630,true,,630,740,110,USD,available,sample_seed,sample_seed:no_live_query,sample_seed_public_rate_shape,reproducible sample seed; not an observed public quote,"rate pressure, comp-set comparability, and room-comp opportunity-cost proxy"
