recommendation_id,recovery_case_id,service_ticket_id,pms_reservation_id,guest_tier,traveler_segment,stay_value,estimated_lifetime_value,reservation_match_confidence,crm_match_confidence,data_quality_flags,failure_category,failure_type,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,property_context_confidence,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,proper_vs_comp_set_index,upgrade_opportunity_cost_proxy,refund_cost_pressure,rate_context_confidence,pricing_provenance,repeat_comp_review_risk,room_type_mismatch,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,comp_code,comp_label,recommended_comp_value,estimated_internal_cost,internal_cost_low,internal_cost_high,recommended_minus_actual_value,recommended_tier,recovery_need_score,profit_leakage_risk,review_risk_score,brand_impact_risk,expected_recovery_value,manager_review_flag,recommendation_stability,decision_confidence,policy_version,recommendation_reason_codes,recommendation_counterfactuals,recommendation_alternatives_json,recommendation_score_components_json,recommendation_assumptions,recommendation_explanation
rec_00044,case_00044,TKT000044,PMS000570,vip_guest,family_beach_trip,2260,16410,1.0,0.95,no_review_or_survey,f_and_b_service_lapse,process,4,0.75,true,0.32,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.132,0.271,false,0.32,sample_seed_local_demand_context,0.0,false,540,575,0.939,43,0.86,0.92,sample_seed_public_rate_shape,0,false,lobby_lounge_credit,95,36,future_stay_credit,future-stay credit,395,237,118,336,300,4,67.26,0.376,0.583,0.623,630,false,0.963,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 254.6}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 105.44}]","{""fit_score"": 0.78, ""leakage_penalty"": 59.25, ""operational_penalty"": 0.0, ""perceived_value"": 474.0, ""policy_score"": 354.98}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $395 future-stay credit for a vip guest with a severity 4 F&B service lapse reported before checkout. Estimated internal cost is $118-$336, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, high severity issue, recoverable before checkout. Recommendation stability is 96%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00045,case_00045,TKT000045,PMS000126,new_guest,business_traveler,680,900,1.0,0.95,,maintenance_issue,outcome,3,0.78,true,0.959,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.172,0.237,false,0.32,sample_seed_local_demand_context,0.494,false,745,780,0.955,141,1.068,0.92,sample_seed_public_rate_shape,0.4,false,parking_fee_waiver,85,15,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,190,3,54.42,1,0.465,0.501,76,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 79.57}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 53.92}]","{""fit_score"": 0.521, ""leakage_penalty"": 83.05, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 124.63}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a new guest with a severity 3 maintenance issue reported before checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00046,case_00046,TKT000046,PMS000705,vip_guest,event_or_wedding,960,5720,1.0,0.95,no_comp_record,f_and_b_service_lapse,process,2,0.7,true,0.846,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.171,0.231,false,0.32,sample_seed_local_demand_context,0.415,false,725,775,0.935,124,1.034,0.92,sample_seed_public_rate_shape,0,true,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,3,45.9,0.37,0.328,0.387,162,false,1.0,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 74.75}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 61.71}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 187.17}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a vip guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00047,case_00047,TKT000047,PMS000031,returning_guest,local_staycation,2160,6730,0.78,0.95,,f_and_b_service_lapse,process,2,0.7,false,0.624,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.146,0.612,false,0.32,sample_seed_local_demand_context,1.0,true,905,865,1.046,272,1.292,0.92,sample_seed_public_rate_shape,0.2,false,lobby_lounge_credit,85,32,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,65,3,46.98,0.22,0.32,0.387,273,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 144.63}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 140.98}]","{""fit_score"": 1.05, ""leakage_penalty"": 24.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 267.66}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a returning guest with a severity 2 F&B service lapse reported after checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $100 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00048,case_00048,TKT000048,PMS000941,new_guest,design_leisure,980,2020,1.0,0.95,no_comp_record,noise_disruption,process,3,0.48,false,0.412,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.085,0.246,false,0.32,sample_seed_local_demand_context,0.534,false,755,730,1.034,149,1.093,0.92,sample_seed_public_rate_shape,0,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,3,51.27,1,0.55,0.533,117,false,0.963,high,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""late_checkout"", ""comp_label"": ""late checkout"", ""guest_facing_value"": 85, ""internal_cost_expected"": 17, ""internal_cost_high"": 38, ""internal_cost_low"": 7, ""policy_score"": 165.01}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 95.58}]","{""fit_score"": 0.718, ""leakage_penalty"": 37.75, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 240.73}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a new guest with a severity 3 noise disruption reported after checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: high perceived value lower estimated cost. Recommendation stability is 96%. The closest alternative was $85 late checkout; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00049,case_00049,TKT000049,PMS000528,new_guest,business_traveler,2900,5920,0.58,0.95,low_reservation_match_confidence;severity_inferred;no_review_or_survey;no_comp_record,maintenance_issue,outcome,3,0.78,true,0.365,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.065,0.211,false,0.32,sample_seed_local_demand_context,0.257,false,685,650,1.054,94,0.981,0.92,sample_seed_public_rate_shape,0.12,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,3,55.82,0.403,0.504,0.528,375,true,1.0,low,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required,,"[{""comp_code"": ""room_upgrade"", ""comp_label"": ""room upgrade"", ""guest_facing_value"": 300, ""internal_cost_expected"": 75, ""internal_cost_high"": 195, ""internal_cost_low"": 24, ""policy_score"": 119.36}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 93.05}]","{""fit_score"": 0.521, ""leakage_penalty"": 51.34, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 158.04}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a new guest with a severity 3 maintenance issue reported before checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost, manager review required. Recommendation stability is 100%. The closest alternative was $300 room upgrade; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00050,case_00050,TKT000050,PMS000293,new_guest,coastal_weekend,2520,2790,1.0,0.95,no_comp_record,spa_wellness_service_issue,process,2,0.74,true,0.32,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.132,0.271,false,0.32,sample_seed_local_demand_context,0.0,false,540,575,0.939,43,0.86,0.92,sample_seed_public_rate_shape,0,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,3,47.52,0.634,0.451,0.462,238,false,0.963,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 93.22}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 62.4}]","{""fit_score"": 1.043, ""leakage_penalty"": 37.75, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 354.53}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a new guest with a severity 2 spa/wellness service issue reported before checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 96%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00051,case_00051,TKT000051,PMS000020,vip_guest,local_staycation,5250,44140,1.0,0.95,no_review_or_survey,housekeeping_miss,outcome,3,0.9,false,0.568,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.033,0.178,false,0.32,sample_seed_local_demand_context,0.079,false,640,665,0.962,62,0.893,0.92,sample_seed_public_rate_shape,0.2,false,amenity_gesture,65,29,future_stay_credit,future-stay credit,260,156,78,221,195,4,66.99,0.098,0.513,0.584,1598,false,0.963,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 114.21}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 77.92}]","{""fit_score"": 0.78, ""leakage_penalty"": 62.4, ""operational_penalty"": 0.0, ""perceived_value"": 312.0, ""policy_score"": 209.84}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $260 future-stay credit for a vip guest with a severity 3 housekeeping miss reported after checkout. Estimated internal cost is $78-$221, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure. Recommendation stability is 96%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00052,case_00052,TKT000052,PMS000789,returning_guest,wellness_getaway,740,2140,1.0,0.95,no_review_or_survey;no_comp_record,billing_or_fee_dispute,process,1,0.55,true,0.951,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.021,0.533,false,0.32,sample_seed_local_demand_context,0.889,true,845,895,0.944,233,1.234,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,2,35.65,0.783,0.266,0.307,69,false,1.0,moderate,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery,"Public rate pressure changed the recommendation: without this signal, the model would prefer parking or destination-fee waiver at $75. | Property fit changed the recommendation: without this signal, the model would prefer Palma lounge credit at $90.","[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 149.98}, {""comp_code"": ""amenity_gesture"", ""comp_label"": ""in-room amenity gesture"", ""guest_facing_value"": 50, ""internal_cost_expected"": 22, ""internal_cost_high"": 32, ""internal_cost_low"": 12, ""policy_score"": 116.48}]","{""fit_score"": 0.537, ""leakage_penalty"": 13.5, ""operational_penalty"": 0.0, ""perceived_value"": 168.75, ""policy_score"": 156.33}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $135 Calabra or Palma dining credit for a returning guest with a severity 1 billing or fee dispute reported before checkout. Estimated internal cost is $34-$81, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost, public rate pressure changed recovery, property fit changed recovery. Recommendation stability is 100%. The closest alternative was $90 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00053,case_00053,TKT000053,PMS001478,returning_guest,coastal_weekend,5460,12320,0.78,0.95,no_review_or_survey;no_comp_record,room_readiness_delay,outcome,4,0.93,true,0.749,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.042,0.264,false,0.32,sample_seed_local_demand_context,0.237,false,680,705,0.965,90,0.96,0.92,sample_seed_public_rate_shape,0,false,,0,0,future_stay_credit,future-stay credit,275,165,82,234,275,4,70.95,0.178,0.622,0.661,926,false,0.852,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;operational_pressure_changed_recovery,"Operational availability changed the recommendation: without this signal, the model would prefer room upgrade at $360.","[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 210.91}, {""comp_code"": ""late_checkout"", ""comp_label"": ""late checkout"", ""guest_facing_value"": 100, ""internal_cost_expected"": 20, ""internal_cost_high"": 45, ""internal_cost_low"": 8, ""policy_score"": 205.99}]","{""fit_score"": 0.7, ""leakage_penalty"": 41.25, ""operational_penalty"": 0.0, ""perceived_value"": 330.0, ""policy_score"": 222.88}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 future-stay credit for a returning guest with a severity 4 room readiness delay reported before checkout. Estimated internal cost is $82-$234, not an observed property margin. Rationale: hotel responsible failure, high severity issue, recoverable before checkout, operational pressure changed recovery. Recommendation stability is 85%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00054,case_00054,TKT000054,PMS001191,new_guest,business_traveler,1500,2700,1.0,0.95,severity_inferred;ltv_imputed;no_review_or_survey,housekeeping_miss,outcome,3,0.9,true,0.32,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.052,0.245,false,0.32,sample_seed_local_demand_context,0.059,false,635,680,0.934,59,0.885,0.92,sample_seed_public_rate_shape,0,false,rooftop_f_and_b_credit,185,74,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-35,3,57.06,0.314,0.513,0.539,191,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 82.25}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 66.44}]","{""fit_score"": 0.537, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 99.23}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a new guest with a severity 3 housekeeping miss reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00055,case_00055,TKT000055,PMS000403,loyalty_guest,design_leisure,1760,10590,1.0,0.95,no_comp_record,noise_disruption,process,2,0.48,false,0.835,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.107,0.287,false,0.32,sample_seed_local_demand_context,0.415,false,725,665,1.09,124,1.057,0.92,sample_seed_public_rate_shape,0,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,3,44.17,0.524,0.374,0.404,288,false,0.926,high,smp-public-context-v1.0.0,high_guest_relationship_value;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 91.11}, {""comp_code"": ""late_checkout"", ""comp_label"": ""late checkout"", ""guest_facing_value"": 85, ""internal_cost_expected"": 17, ""internal_cost_high"": 38, ""internal_cost_low"": 7, ""policy_score"": 82.84}]","{""fit_score"": 0.718, ""leakage_penalty"": 37.75, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 228.9}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a loyalty guest with a severity 2 noise disruption reported after checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: high guest relationship value, high perceived value lower estimated cost. Recommendation stability is 93%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00056,case_00056,TKT000056,PMS000684,new_guest,coastal_weekend,2100,4030,1.0,0.95,,room_readiness_delay,outcome,3,0.88,false,0.965,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.044,0.262,false,0.32,sample_seed_local_demand_context,0.692,false,795,735,1.082,185,1.171,0.92,sample_seed_public_rate_shape,0.2,false,parking_fee_waiver,115,21,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,65,4,60.69,0.248,0.479,0.537,290,false,0.963,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery;property_fit_changed_recovery,"Operational availability changed the recommendation: without this signal, the model would prefer room upgrade at $360. | Property fit changed the recommendation: without this signal, the model would prefer future-stay credit at $245.","[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 245, ""internal_cost_expected"": 147, ""internal_cost_high"": 208, ""internal_cost_low"": 74, ""policy_score"": 163.32}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 120, ""internal_cost_expected"": 46, ""internal_cost_high"": 66, ""internal_cost_low"": 30, ""policy_score"": 114.28}]","{""fit_score"": 0.859, ""leakage_penalty"": 28.8, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 187.71}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a new guest with a severity 3 room readiness delay reported after checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost, operational pressure changed recovery, property fit changed recovery. Recommendation stability is 96%. The closest alternative was $245 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00057,case_00057,TKT000057,PMS001015,new_guest,family_beach_trip,4690,6910,1.0,0.95,no_review_or_survey;no_comp_record,valet_or_parking_delay,process,2,0.62,true,0.568,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.176,0.28,false,0.32,sample_seed_local_demand_context,0.494,false,745,760,0.98,141,1.068,0.92,sample_seed_public_rate_shape,0,false,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,3,44.72,0.034,0.337,0.387,444,false,1.0,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 91.46}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 73.95}]","{""fit_score"": 0.932, ""leakage_penalty"": 3.75, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 130.45}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a new guest with a severity 2 valet or parking delay reported before checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
